UniProtID	GeneID	Origin	Inf0h_counts	Inf15h_counts	Inf24h_counts	Inf48h_counts	Inf72h_counts	Inf0h_TMM	Inf15h_TMM	Inf24h_TMM	Inf48h_TMM	Inf72h_TMM	logFC_15h	pval_15h	FDR_15h	logFC_24h	pval_24h	FDR_24h	logFC_48h	pval_48h	FDR_48h	logFC_72h	pval_72h	FDR_72h	Ttest_FDR_24h	Ttest_FDR_48h	Ttest_FDR_72h
O60337	MARCH6	Host	377.1666667	154	234	184	211.5	18.17168363	5.035149257	11.92549947	9.330100951	10.17514007	-0.251260343	0.49594093	0.999718578	-0.451172107	0.121300661	0.324749101	-1.059573483	0.000557853	0.008141828	-1.017189834	0.034249417	0.188945349	0.03002	0.96303	0.97155
P29966	MARCKS	Host	5793	2971	3979.5	3296.5	3350.5	278.1654871	97.13914573	210.6330397	167.3525184	162.8899886	-0.487009209	0.148246194	0.999718578	-0.388362557	0.47061016	0.711609173	-0.554869734	0.013890388	0.085907525	-0.979282687	0.00078414	0.033309421	0.73344	0.96303	0.97155
P49006	MARCKSL1	Host	4244	3884	4346	4221	3648	209.4207262	126.9903878	227.5111495	214.3102043	193.7866635	0.600992878	0.07492084	0.848703274	0.113499601	0.505406907	0.73380522	0.012409411	0.951783712	0.980327506	-0.204194302	0.406024984	0.669328036	0.02559	0.96303	0.97155
E9PC69	MARK2	Host	2859.5	4848	3317.5	3518	3071.5	138.3793149	158.5091143	168.709163	175.2825935	155.822017	0.4733898	0.159550327	0.999718578	0.36284293	0.03028423	0.13339955	0.367977677	0.082503216	0.284975172	0.189779678	0.225851006	0.50354792	0.17087	0.96303	0.97155
P27448-7	MARK3	Host	2718	5498	2981	3384	2991.5	134.4745498	179.7613676	154.3980601	171.6465489	156.4419744	0.348131714	0.300124045	0.999718578	0.199872361	0.212268456	0.454945166	0.362317991	0.088526627	0.297212315	0.179244831	0.271052887	0.552580917	0.11883	0.96303	0.97155
P56192	MARS	Host	7828.833333	17652	7846	8438	8354	392.2555637	577.1458097	406.6109459	429.4070243	443.2980807	-0.05140994	0.877916567	0.999718578	0.123385293	0.418592001	0.669763819	0.226353698	0.265985379	0.562717692	0.125266723	0.308654582	0.587863407	0.35604	0.96303	0.97155
Q96GW9	MARS2	Host	1577	3515	2064.5	2351	2051.5	76.17720766	114.925647	107.3276802	119.8698702	107.5176111	0.001147706	0.997275064	0.999718578	0.50726826	0.027142019	0.123961367	0.647928775	0.006516007	0.050763217	0.546575782	0.087208817	0.30993499	0.03172	0.96303	0.97155
Q6P0Q8	MAST2	Host	561.8333333	203	591	598.5	571	27.90831593	6.637242203	30.5016437	30.16343773	30.1928409	0.17007888	0.641065141	0.999718578	0.114804171	0.600878188	0.800211312	0.25207039	0.328804704	0.627223532	0.031786372	0.882141115	0.949794049	0.85544	0.96303	0.97155
O15021	MAST4	Host	757.8333333	1044	722.5	763	814.5	33.77584187	34.13438847	33.69040528	34.80578483	36.92007686	0.313652706	0.357807492	0.999718578	-0.036621523	0.86994967	0.944848328	-0.030800862	0.904317194	0.962531251	-0.001811622	0.993018107	0.996351211	0.48259	0.96303	0.97155
Q96GX5	MASTL	Host	1691.5	2149	1636	1570	1450	80.89023692	70.26321918	81.33807732	77.40150054	70.90347495	1.160617651	0.000714577	0.023101392	0.045509972	0.804355223	0.915765821	-0.061716798	0.781948141	0.913725705	-0.218700292	0.216376398	0.490507599	0.1647	0.96303	0.3884
Q00266	MAT1A	Host	1637.333333	2787	1497	1542	1478.5	76.47632105	91.12312324	73.36063085	73.82046896	73.29920261	-0.310760752	0.355903316	0.999718578	-0.069315123	0.711900567	0.868984061	0.09699335	0.670705023	0.862808455	0.0496595	0.806921978	0.911372416	0.04245	0.96303	0.96899
P31153	MAT2A	Host	3150.5	11007	2964.5	3000.5	3284.5	158.3854276	359.8823888	156.3701363	154.6952521	176.9542998	-0.183817789	0.58316099	0.999718578	-0.061169965	0.694466349	0.858325864	0.10002851	0.637573885	0.848551812	0.078493191	0.609804466	0.810389321	0.03289	0.99253	0.97155
Q9NZL9	MAT2B	Host	2275.166667	3740	2136.5	2141	2432.5	113.8930226	122.2821962	111.6481852	108.6526873	128.3182775	-0.465176975	0.166773462	0.999718578	-0.022141705	0.893757675	0.954881461	-0.074290024	0.735319132	0.893594993	0.219823383	0.161805213	0.429158682	0.06866	0.96303	0.97155
Q9Y6X3	MAU2	Host	252	648	215.5	225.5	240.5	11.37279298	21.18686181	10.26149697	10.47418942	11.15152434	0.006649441	0.984560852	0.999718578	0.024541589	0.928996282	0.969505947	-0.069616555	0.812757413	0.927656472	0.069789036	0.790537382	0.906570202	0.89807	0.96303	0.97155
Q7Z434	MAVS	Host	1653.166667	4089	2078	2233	1914.5	79.43733772	133.6930215	104.6377416	109.601198	94.75268529	-0.093521638	0.780624044	0.999718578	0.490533148	0.011957976	0.070787245	0.470453348	0.037168695	0.167936502	0.247756184	0.153290032	0.419070184	0.89662	0.96303	0.97155
P61244	MAX	Host	1001.833333	829	1057.5	991	923.5	47.1494258	27.10479698	52.80964754	48.60618888	45.99713695	-0.110931458	0.745211311	0.999718578	0.14268214	0.497026074	0.728095969	0.162040126	0.51187663	0.772559311	0.070126155	0.73974605	0.881958696	0.06521	0.96303	0.97242
P56270-2	MAZ	Host	1502.666667	1372	1992.5	2136.5	1933	73.3027561	44.85860247	102.9258894	107.263019	98.25680096	0.560627523	0.099886384	0.998863844	0.532804362	0.009443881	0.060755889	0.583760198	0.010665897	0.071414889	0.505569838	0.017221988	0.138582914	0.1934	0.96303	0.97155
Q9UIS9-9	MBD1	Host	1668	2667	1778.5	1846	1728.5	77.15949307	87.19963032	86.85914663	87.61904877	82.1822406	-0.102947711	0.759695671	0.999718578	0.279750277	0.148939453	0.368828942	0.194506092	0.383154996	0.677276385	0.120171919	0.462545964	0.712308706	0.29345	0.96303	0.97155
Q9UBB5	MBD2	Host	2120.166667	3565	1843	2070	1702.5	104.5464512	116.5604357	95.13190518	104.8817552	88.54806251	0.286222963	0.394973413	0.999718578	-0.145480912	0.402700676	0.655786577	-0.030303851	0.891021567	0.956689513	-0.208882069	0.217743059	0.492270092	0.22387	0.96303	0.97155
O95983	MBD3	Host	2464.666667	4831	2695	3139.5	2725.5	118.4639782	157.9532861	137.1701224	155.1691743	136.8167645	0.382371673	0.255472575	0.999718578	0.341297116	0.047824558	0.179642946	0.541101812	0.014357376	0.088053484	0.19306492	0.213149654	0.486243884	0.12486	0.96303	0.97155
Q96DN6	MBD6	Host	229.3333333	112	183	228.5	228.5	10.53783127	3.661926732	8.744567783	10.74189059	10.67244724	-0.148478783	0.697901293	0.999718578	-0.351193028	0.221351578	0.464979631	0.182328753	0.531577513	0.785349095	-0.021603993	0.934703315	0.970912543	0.03641	0.96303	0.97155
Q9NS73	MBIP	Host	1460.833333	391	1031	1131	1008	71.81667315	12.78404779	53.3407966	57.32963378	51.8040294	-0.04885242	0.888775901	0.999718578	-0.412844925	0.051222101	0.186243281	-0.361793964	0.123549523	0.36486213	-0.406570306	0.053418525	0.235344736	0.05841	0.96303	0.97155
Q9NR56	MBNL1	Host	3899.666667	5336	3400.5	3702.5	3201.5	196.8529659	174.4646522	178.1961424	190.4361282	171.7019794	-0.11408679	0.733794748	0.999718578	-0.075959509	0.62668977	0.816424317	-0.004341347	0.983099239	0.994119432	-0.253951623	0.128398774	0.3807151	0.1231	0.96441	0.99744
Q6ZWT7	MBOAT2	Host	138.5	78	196.5	199.5	193	7.59228115	2.550270403	11.17021874	11.15732103	11.34228742	0.262869154	0.522448857	0.999718578	0.670823474	0.087170097	0.263768075	0.529362671	0.187492456	0.464397635	0.587517205	0.177874777	0.4443291	NA	NA	NA
Q96N66	MBOAT7	Host	531.8333333	575	613	845	618	27.94417064	18.80007028	33.48093252	45.67017783	33.81712191	-0.092332221	0.788664408	0.999718578	0.228181464	0.304894003	0.565000129	0.464734472	0.064974603	0.243458691	0.618712797	0.027690412	0.170429631	0.02193	0.96303	0.97155
P02686	MBP	Host	99.33333333	61	251.5	297	306.5	4.803622516	1.994442238	12.48677813	14.08434334	14.92422957	0.651158857	0.14155141	0.999718578	1.647337935	1.19E-05	0.000466827	1.434624663	0.000623467	0.008766547	1.425240167	0.001830002	0.04890711	0.00558	0.96303	0.97155
Q8IVS2	MCAT	Host	1324.5	3685	1517	1608.5	1526.5	64.52618677	120.4839287	77.7381447	81.07570122	79.10940803	0.230564517	0.492958613	0.999718578	0.274299208	0.166096633	0.393217314	0.310547997	0.176047285	0.447802597	0.358638313	0.098821353	0.330706525	0.09329	0.96303	0.97155
Q96RQ3	MCCC1	Host	3674.166667	4715	3314.5	3602	2881.5	177.162326	154.1605763	169.8066846	182.3674362	146.0835613	0.02124279	0.949533584	0.999718578	0.088072277	0.589973236	0.792788669	0.08162421	0.694935784	0.875421681	-0.288421094	0.11278439	0.357394115	0.70092	0.96303	0.97155
Q9HCC0	MCCC2	Host	3600.333333	8700	3456.5	4025.5	3112.5	178.8011602	284.4532373	180.7238067	208.0618161	160.9310986	-0.045517453	0.89192946	0.999718578	0.05248308	0.740893045	0.884830837	0.231524504	0.269671125	0.566800951	-0.159561633	0.283475218	0.565871311	0.67933	0.96303	0.97155
Q96PE7	MCEE	Host	872.3333333	1564	964.5	972	960.5	40.80442928	51.13619116	48.74226689	48.30965482	47.92422138	0.079490353	0.814246742	0.999718578	0.458134229	0.106682978	0.299675737	0.325938234	0.19917224	0.481275116	0.372108115	0.168309952	0.434874441	0.3246	0.96303	0.97155
Q8NI22	MCFD2	Host	273.5	246	342	367	320.5	13.19376643	8.043160502	17.31702651	18.36557315	15.85299063	-0.019089321	0.957482573	0.999718578	0.5106226	0.060720089	0.208017271	0.424638753	0.130179831	0.376453393	0.241938498	0.349679358	0.62284953	0.80004	0.96303	0.97155
Q7L590	MCM10	Host	2659.166667	297	598	851.5	667	135.4130905	9.710644996	31.57152801	44.25731012	35.18443978	-0.036275547	0.918379592	0.999718578	-2.255775062	3.77E-10	7.24E-08	-1.535853739	1.02E-08	6.46E-07	-1.811809263	0.000242271	0.019301215	0.15905	0.96303	0.97155
P49736	MCM2	Host	11475.66667	16895	10590.5	9867	9363	562.3231846	552.3951084	528.5061289	490.2185912	489.3518343	0.77741571	0.020987011	0.361971157	-0.211120763	0.237725795	0.485632953	-0.150278817	0.464572107	0.739216706	-0.130272602	0.321972909	0.599092044	0.85818	0.96303	0.98181
P25205	MCM3	Host	10266.83333	15263	8764	9537	8690.5	518.0528592	499.0356046	449.9082262	492.8630481	472.7270957	0.909189596	0.007080078	0.155191807	-0.221050874	0.213576743	0.456547898	-0.074088511	0.718880076	0.884868247	-0.16626341	0.359646559	0.631297821	0.70104	0.96303	0.97155
O60318	MCM3AP	Host	3593.666667	3617	4103.5	3818.5	3353	173.8567588	118.260616	203.8470791	186.2985637	165.1357977	0.023023979	0.945372505	0.999718578	0.219232098	0.196041837	0.433216969	0.065474314	0.7519195	0.899308638	-0.045644796	0.777108086	0.900432423	0.65513	0.96441	0.97155
P33991	MCM4	Host	9358.833333	15200	8342.5	8311.5	8129	472.3211828	496.9757708	428.3320656	428.2166221	442.7745406	0.80489394	0.016922703	0.313645918	-0.181407153	0.3083142	0.568203193	-0.060028287	0.76973195	0.908212581	-0.147095546	0.333548383	0.610446486	0.61315	0.96303	0.97155
P33992	MCM5	Host	9252.5	12595	8739	8213	7881	455.2857007	411.8032785	435.6547525	415.2248291	413.3311035	0.937279506	0.005539515	0.126108565	-0.255394474	0.162095591	0.388653349	-0.210006965	0.312272266	0.610861265	-0.011720661	0.929567011	0.96794418	0.62368	0.96303	0.97155
Q14566	MCM6	Host	12997.33333	16970	10855	10708	10384.5	646.6953805	554.8472915	550.7654712	542.7317626	556.0336948	0.809444593	0.016301108	0.304516732	-0.321612789	0.078073754	0.245840834	-0.205224929	0.322376705	0.620842277	-0.175552265	0.280984736	0.562811964	0.93899	0.96303	0.99423
P33993	MCM7	Host	12172.33333	13804	11251.5	10971	9850	593.7687397	451.3324698	560.0281804	552.0002187	514.9968186	0.774606447	0.02149036	0.366630712	-0.249854908	0.132972053	0.342814958	-0.150103522	0.475574742	0.745889306	-0.09618043	0.527609166	0.757634719	0.78585	0.96303	0.97242
Q9UJA3-4	MCM8	Host	1041.166667	926	839	876.5	696	53.40341999	30.27628709	44.16590159	45.82755837	37.82862748	0.502194984	0.143047376	0.999718578	-0.378484156	0.087703674	0.264504508	-0.062390304	0.796894913	0.919555181	-0.50716643	0.031833431	0.181236232	0.94449	0.96303	0.97155
Q9BTE3	MCMBP	Host	4595	6272	3887.5	3928.5	3607.5	224.3923813	205.067897	192.7876531	193.1943331	185.3289574	0.315806116	0.346900089	0.999718578	-0.362447008	0.063100488	0.212817535	-0.224601379	0.275837229	0.574228082	-0.223302138	0.136254732	0.393445779	0.78294	0.96303	0.97155
Q96EZ8-2	MCRS1	Host	887	2366	739	754	712.5	43.28766331	77.35820222	37.42459584	37.76085525	36.25419797	-0.021548894	0.948996597	0.999718578	-0.319598734	0.131412689	0.341055276	-0.233472511	0.338219173	0.63596464	-0.169707518	0.395581991	0.661845409	0.30331	0.96303	0.97155
Q6DN12	MCTP2	Host	978.5	785	948.5	1005	860.5	49.60988716	25.6661829	50.52058467	52.27024041	45.06498202	0.599747534	0.082090291	0.899689257	0.117234069	0.566968176	0.777663853	0.086003176	0.71847257	0.884762529	-0.072926874	0.700471535	0.861027377	0.36049	0.96303	0.97155
Q9ULC4-3	MCTS1	Host	2851.333333	5727	2699	2665	2705	138.4289054	187.2487	135.1702737	130.0809551	136.9830047	-0.044176586	0.895205358	0.999718578	-0.004695237	0.977089179	0.991250635	-0.064524972	0.766231852	0.906880993	0.01807071	0.897399177	0.955781045	0.20747	0.9835	0.97155
Q8NE86	MCU	Host	860.8333333	2882	1147	1335.5	1050.5	41.45568834	94.22922181	58.82401401	67.34547536	53.47484861	0.049023691	0.884161214	0.999718578	0.631358489	0.007725249	0.05237446	0.776206337	0.002099603	0.022209559	0.350211522	0.116051691	0.363043875	0.12566	0.96303	0.97155
Q96AQ8	MCUR1	Host	1122.5	1956	1385	1600	1177	53.39243531	63.95293472	69.822638	79.7065807	58.11052455	-0.149638707	0.657352525	0.999718578	0.494989997	0.024956431	0.118457594	0.620325049	0.010480244	0.07037109	0.156549493	0.399385485	0.664548156	0.32896	0.96303	0.97155
Q14676	MDC1	Host	5888	7965	4136.5	4966.5	5076.5	283.373605	260.4218431	205.7717652	241.6145967	250.7484865	0.380724929	0.256719796	0.999718578	-0.487533354	0.005986148	0.043708643	-0.280516761	0.17414205	0.444637926	-0.106120565	0.467626842	0.716976475	0.86079	0.96303	0.97155
P40925-3	MDH1	Host	7006.5	13881	5798	5338	5992	341.9206084	453.8500444	298.0048288	262.846462	307.3140741	-0.135201984	0.686346099	0.999718578	-0.025624346	0.868506538	0.944044121	-0.325941602	0.120827199	0.360249843	-0.228452654	0.157000375	0.42328675	0.69903	0.96303	0.99599
P40926	MDH2	Host	16033.5	28220	21589	22791	21491.5	780.2307283	922.6747535	1115.580986	1154.168758	1098.571288	-0.04783531	0.886302334	0.999718578	0.618823033	0.001002526	0.012189084	0.571122392	0.009093564	0.063765553	0.464450386	0.006398751	0.086217567	0.3246	0.96303	0.97155
O15151	MDM4	Host	808.5	209	418.5	475	692	40.58258646	6.833416849	21.8824999	24.08920727	34.75970173	-0.605890278	0.091012612	0.944729978	-0.662937668	0.007089884	0.049353673	-0.699425981	0.00846825	0.060969889	-0.146442723	0.593350018	0.799220293	1.00E-05	0.96303	0.97155
Q9NU22	MDN1	Host	14922	19797	13689	15437.5	15345	718.5064945	647.2782457	687.2100351	769.5430079	771.3226513	-0.056607087	0.865672673	0.999718578	-0.052172304	0.720498256	0.874255094	0.147835081	0.482144607	0.750364273	0.119350939	0.303530539	0.583287336	0.11869	0.97518	0.9897
Q86V88	MDP1	Host	1412.666667	1262	1412	1001.5	1374.5	69.83240397	41.26206729	71.37915344	50.02054764	71.85855945	0.14459399	0.670115896	0.999718578	-0.011104118	0.954533417	0.981440545	-0.535384512	0.025984922	0.132179761	0.1769246	0.31634573	0.594675166	0.51845	0.96303	0.97155
P23368	ME2	Host	4598.5	13894	6544.5	6992.5	6372	233.6930636	454.2750895	351.2133755	368.0557055	340.6775693	0.090758974	0.786331403	0.999718578	0.626719708	0.001206768	0.013916672	0.610640205	0.003956847	0.035484123	0.525263028	0.004812834	0.076790012	0.3179	0.96303	0.97155
Q16798	ME3	Host	377.1666667	567	590.5	635	488	19.55043675	18.53850408	32.55413852	33.81460504	26.93340431	0.177154768	0.608288381	0.999718578	0.710470304	0.009763702	0.062168405	0.883689734	0.001339436	0.015851301	0.393893504	0.120312337	0.369920333	0.73647	0.96303	0.97155
Q16626	MEA1	Host	309.8333333	280	196	168	218	16.98656989	9.154816831	11.14179579	9.395638759	12.81149563	0.085792549	0.809579356	0.999718578	-0.727429343	0.058678031	0.20379219	-0.679581932	0.090167707	0.300931526	-0.325267119	0.397827139	0.66367566	NA	NA	NA
Q9HAF1-3	MEAF6	Host	801.8333333	1739	776.5	752	792.5	38.61372289	56.85795168	38.68384885	36.6386809	39.16772244	0.031618156	0.925438516	0.999718578	-0.009647932	0.963112089	0.984609582	-0.092271001	0.706790646	0.880325202	0.084479698	0.685332931	0.8536483	0.78013	0.96303	0.97155
P51608-2	MECP2	Host	1604.666667	4114	1944	2011.5	1729.5	82.33058293	134.5104159	105.5987582	105.3737848	92.37503487	-0.273554414	0.415455698	0.999718578	0.394538154	0.046684653	0.177344479	0.464808814	0.040686686	0.178641727	0.225432112	0.20509808	0.477666991	0.99381	0.96303	0.97155
Q9BV79	MECR	Host	1559	1939	1450	1771.5	1763	71.57319692	63.39710656	70.9381503	84.17973982	83.22037302	-0.071060888	0.833187863	0.999718578	0.264687713	0.210329712	0.453079768	0.447187714	0.053403087	0.211178988	0.144612095	0.38149191	0.650131166	0.72779	0.96303	0.97155
Q15648	MED1	Host	4195.666667	5610	6011	6057.5	5372	202.298351	183.4232944	303.0086215	299.2829383	271.1109202	0.158220942	0.63727103	0.999718578	0.647133686	0.000569409	0.00808611	0.667440691	0.001823427	0.019914583	0.443957142	0.015214423	0.13134861	0.06518	0.96303	0.89526
Q9BTT4	MED10	Host	876.1666667	4662	1046.5	1071.5	1064	43.09524884	152.4277002	53.26815402	53.35807055	53.6533952	-0.146191127	0.663157454	0.999718578	0.264453358	0.213439807	0.456376202	0.504285155	0.038711529	0.172679763	0.279121756	0.211910196	0.4852226	0.65365	0.96303	0.97155
Q9P086	MED11	Host	137.5	702	135.5	145	140	6.023540538	22.95243363	6.234054664	6.499478132	6.248816166	-0.072401807	0.832679396	0.999718578	-0.102046777	0.78340303	0.904211315	-0.038146256	0.924177194	0.969461156	0.159691181	0.700045689	0.861027377	NA	NA	NA
Q93074-2	MED12	Host	2254.5	1653	1848.5	1884.5	1993.5	107.7724971	54.04611508	92.14977114	92.11482958	98.61801724	-0.126195664	0.708792551	0.999718578	-0.252553611	0.15082416	0.370529132	-0.210072998	0.34364171	0.640137233	-0.114758339	0.443886555	0.699222629	0.0276	0.96303	0.97155
Q9UHV7	MED13	Host	765.6666667	54	556.5	600	619	34.844629	1.765571817	26.6817238	28.1101088	29.17635938	-0.222998165	0.600667108	0.999718578	-0.293653016	0.196239154	0.433269252	-0.210222051	0.413165807	0.701060186	-0.168160298	0.456537084	0.709128998	0.31539	0.96303	0.97155
Q71F56	MED13L	Host	174	113	187.5	177	151	9.083014631	3.694622507	10.17089057	9.29944511	8.195589101	-0.244089665	0.521550632	0.999718578	0.181556275	0.502577087	0.731714943	0.081523469	0.780217119	0.912760163	0.028721102	0.921702126	0.964748404	0.04301	0.96303	0.97155
O60244	MED14	Host	3169.833333	5221	3583.5	3972.5	3544	157.4654807	170.7046381	185.4396314	200.0572107	184.042338	0.165298858	0.622386903	0.999718578	0.281547621	0.084244346	0.258121255	0.449352691	0.032968781	0.155427005	0.252938105	0.102371218	0.337653494	0.02151	0.96303	0.97155
Q96RN5	MED15	Host	1738.666667	2558	1567.5	1507.5	1560.5	83.10476048	83.63579091	77.97520093	73.83948461	76.63414318	-0.08433292	0.802200523	0.999718578	-0.186818243	0.30918797	0.56922277	-0.129834457	0.56408435	0.808595114	-0.113784047	0.503505054	0.739947066	0.03804	0.96303	0.97155
Q9Y2X0	MED16	Host	2267.333333	5713	2287	2635.5	2377	106.8333096	186.7909591	113.2725191	127.0433214	114.979145	-0.124984953	0.709414038	0.999718578	0.138548723	0.410730798	0.663033879	0.356244446	0.108671487	0.337861159	0.105068849	0.498715085	0.737485791	0.75353	0.96303	0.97155
Q9NVC6	MED17	Host	2743.666667	5713	3110	3345	2950	137.6160351	186.7909591	162.9179542	172.4852805	155.3952806	0.005882566	0.986006462	0.999718578	0.239457938	0.134621926	0.345502759	0.381708482	0.075383509	0.269486876	0.166517373	0.262340805	0.543050176	0.97188	0.96303	0.97155
Q9BUE0	MED18	Host	767.8333333	1865	714.5	761.5	691	38.39306104	60.97761925	37.0669112	38.79093728	36.45354039	-0.206710092	0.540226524	0.999718578	0.026220787	0.900647963	0.957436746	0.108769491	0.656802839	0.856667051	-0.056057443	0.776356001	0.900432423	0.63706	0.96303	0.97242
A0JLT2	MED19	Host	569.8333333	1500	852.5	894.5	765	28.31885071	49.0436616	44.23968194	45.14666398	40.04623159	0.096897958	0.774701389	0.999718578	0.727852819	0.002628916	0.024108861	0.798807189	0.002032811	0.021673476	0.49887767	0.039096892	0.203318954	0.10347	0.96303	0.97155
Q9H944	MED20	Host	1455.166667	1460	1280	1348.5	1305	70.74117506	47.73583062	64.10309543	66.62365118	65.71060721	-0.041354104	0.902743166	0.999718578	-0.176316423	0.380212539	0.635869975	-0.094242936	0.681313599	0.867759317	0.001237483	0.994253086	0.997189553	0.08796	0.98176	0.97155
Q13503	MED21	Host	129.3333333	700	200.5	202.5	144.5	5.664481355	22.88704208	9.224560591	9.076857391	6.449670971	0.237789045	0.489191301	0.999718578	0.701790064	0.073558359	0.23651932	0.682825641	0.092463767	0.306101338	0.250347659	0.550523275	0.773626512	NA	NA	NA
Q15528	MED22	Host	724.1666667	634	732	787	689.5	35.27267513	20.72912097	37.17840815	39.31221264	34.78238803	-0.044246057	0.897557216	0.999718578	0.049306246	0.813450664	0.919841993	0.216411737	0.380469774	0.67474655	0.036887368	0.853462748	0.935348132	0.11001	0.96303	0.98181
Q9ULK4	MED23	Host	2252.833333	3262	2124	2369.5	2324	108.733641	106.6536161	107.8704254	116.9020815	117.6381329	-0.085748744	0.798659946	0.999718578	0.018982825	0.910094963	0.961807877	0.143466174	0.514224018	0.774021269	0.173973226	0.272706574	0.553993143	0.40117	0.96303	0.97155
O75448	MED24	Host	2232	3246	2404	2583.5	2557	110.0116624	106.1304837	124.0311341	130.6522763	131.9247784	0.018459843	0.956213948	0.999718578	0.16311167	0.323659064	0.583150585	0.301873769	0.171612585	0.439709579	0.266879343	0.099581288	0.332390642	0.94145	0.96303	0.97155
Q71SY5-3	MED25	Host	658	596	684.5	716	617	33.57560002	19.48668154	35.90885902	37.445348	32.25309032	0.178332162	0.605352129	0.999718578	0.325173137	0.154176568	0.376041546	0.230340863	0.355240576	0.651328189	0.118204757	0.659346572	0.839295104	0.52592	0.99902	0.97155
O95402	MED26	Host	911.8333333	1413	1427.5	1416	1275.5	44.09525819	46.19912922	70.84589104	68.91095845	63.05823624	0.257050062	0.448596452	0.999718578	0.68194339	0.004021412	0.03264512	0.695688248	0.00495792	0.041509722	0.476684523	0.0539889	0.235962294	0.12126	0.96303	0.61126
Q6P2C8	MED27	Host	592.3333333	406	543.5	633	528	27.54222541	13.27448441	26.33289922	29.88906609	25.42557528	-0.025354849	0.942064455	0.999718578	-0.057224851	0.801624493	0.915152959	0.144787772	0.577047569	0.815258451	-0.047514478	0.820676395	0.91876676	0.08521	0.97007	0.97826
Q9H204	MED28	Host	260	1267	250.5	267.5	256	11.68254518	41.42554616	11.80132166	12.37345053	11.75148703	-0.035724774	0.916083869	0.999718578	0.020254428	0.940460597	0.974337327	0.231096837	0.436698097	0.72077512	0.006586846	0.980551435	0.99136047	0.05282	0.96303	0.97155
Q9NX70	MED29	Host	2929	3429	2810	2823	2661	140.9042263	112.1138104	140.7702718	138.5009883	131.8954931	-0.0672826	0.841323407	0.999718578	-0.064658877	0.682067913	0.851106725	0.067664176	0.751564312	0.899308638	-0.053437553	0.72241206	0.87271183	0.00057	0.96303	0.92712
Q96HR3	MED30	Host	1176.5	1348	1177	1283.5	1111.5	56.42077083	44.07390389	59.09875995	63.0494972	55.36364537	-0.008531853	0.97990955	0.999718578	0.115280404	0.565437651	0.776995678	0.183569553	0.436909748	0.720829636	-0.02769752	0.876731911	0.946889235	0.13286	0.96303	0.97155
Q9Y3C7	MED31	Host	467.6666667	469	520.5	558	481	24.89181431	15.33431819	28.8296214	30.37981168	27.21458846	0.284377645	0.414656319	0.999718578	0.129469202	0.570572224	0.780482385	0.306344066	0.250113056	0.542858026	0.209074426	0.346553608	0.62084009	0.19774	0.96303	0.97155
Q9NPJ6	MED4	Host	1254.166667	2197	1355	1398	1165.5	61.19247123	71.83261635	68.67542393	69.69732597	59.3569029	0.171622811	0.610940565	0.999718578	0.167106916	0.402898951	0.655786577	0.349353386	0.140498112	0.39348068	-0.040880666	0.817490038	0.916888375	0.08294	0.96303	0.97155
O75586	MED6	Host	1468.833333	950	1713.5	1602	1584.5	71.09523988	31.06098568	86.06877773	79.57973121	78.96328835	0.030403951	0.928901219	0.999718578	0.203832286	0.272430435	0.529171503	0.124288084	0.58229732	0.819042151	0.201321972	0.289465193	0.571407572	0.26911	0.98225	0.97155
O43513	MED7	Host	761.8333333	912	930	1104.5	930	35.57295518	29.81854625	45.49676701	52.86102886	44.84559997	0.133730941	0.695190921	0.999718578	0.426852841	0.050910881	0.185833042	0.687120282	0.00601442	0.047951416	0.338170881	0.119417132	0.368684964	0.2228	0.96303	0.97155
Q96G25-2	MED8	Host	940.6666667	1749	1006	1230.5	878.5	46.70849179	57.18490942	52.19060201	61.7230059	46.10867801	0.04648464	0.890566455	0.999718578	0.349206382	0.105844823	0.298431312	0.673632179	0.007185859	0.054508521	-0.056138022	0.77297182	0.899267858	0.18139	0.96303	0.97155
Q9NWA0	MED9	Host	429.6666667	1186	484.5	497	432.5	21.48810412	38.77718843	25.3200238	25.56384208	22.76012376	0.199239639	0.557777695	0.999718578	0.215177123	0.357683791	0.61404102	0.253643284	0.335859351	0.634829233	0.100292272	0.645663846	0.830875399	0.90691	0.96303	0.97155
Q02080-2	MEF2B	Host	3272.833333	2424	2187	2008	1510	166.4093465	79.25455714	117.2446885	106.0162761	82.13963206	0.694682865	0.040509647	0.579410704	-0.659530783	0.000514977	0.007506747	-0.625924842	0.007260742	0.054767711	-1.018006743	0.000553601	0.028431062	0.99969	0.98766	0.97469
Q96FH0	MEF2BNB	Host	339.8333333	232	298	358	363	15.32797314	7.58541966	14.11674874	16.51328962	16.89485007	-0.621301905	0.081160761	0.896064638	0.076421646	0.771883097	0.900325517	0.206464143	0.473464163	0.745189013	0.161374832	0.547921798	0.772720047	0.43214	0.96303	0.97155
Q06413-6	MEF2C	Host	529	1128	750	767	688	26.80980422	36.88083352	40.9924485	40.57515633	38.88494501	0.026212765	0.938498938	0.999718578	0.387037929	0.318404387	0.577751727	0.355491783	0.160700632	0.426050063	0.152551525	0.79078538	0.906570202	0.16363	0.96303	0.98103
Q14814	MEF2D	Host	1253	1941	1532.5	1233.5	1457	62.26623763	63.4624981	80.99280294	62.97327248	77.12389741	-0.181234456	0.591137533	0.999718578	0.388574413	0.066253778	0.21921999	0.091940539	0.695661917	0.875891552	0.238994919	0.232706064	0.511066842	0.8294	0.96974	0.99617
